,Date,Agar Malwa,Alirajpur,Anuppur,Ashoknagar,Balaghat,Barwani,Betul,Bhind,Bhopal,Burhanpur,Chhatarpur,Chhindwara,Damoh,Datia,Dewas,Dhar,Dindori,Guna,Gwalior,Harda,Hoshangabad,Indore,Jabalpur,Jhabua,Katni,Khandwa,Khargone,Maihar,Mandla,Mandsaur,Mauganj,Morena,Narsinghpur,Neemuch,Niwari,Pandhurna,Panna,Raisen,Rajgarh,Ratlam,Rewa,Sagar,Satna,Sehore,Seoni,Shahdol,Shajapur,Sheopur,Shivpuri,Sidhi,Singrauli,Tikamgarh,Ujjain,Umaria,Vidisha,SUM_PRECTOTCORR
125,1992-06-30,38.53,93.48,96.28,11.95,95.51,112.0,86.67999999999999,3.5,40.94,135.78,15.89,83.89,50.03,3.25,85.58,98.10000000000001,100.37,11.95,2.39,81.11,55.01000000000001,100.27,95.83,88.93,79.02000000000001,103.1,113.33,21.75,100.28,24.71,20.45,3.75,80.56,26.04,4.24,87.08999999999999,28.76,52.43,27.4,71.99,10.31,32.92,20.94,63.3,97.89,82.31,46.01,7.02,3.48,20.45,56.48,8.0,91.21,82.31,40.94,3095.72
126,1992-07-31,159.32,150.51,275.1,152.25,282.28,112.31,194.79,161.53,172.68,79.0,234.32,189.19,194.55,162.58,155.84,137.53,280.17,152.25,165.67,145.93,176.55,136.27,208.38,152.56,248.92,119.18,109.61,276.23,269.07,162.42,278.72,158.55,181.82,163.23,156.98,176.99,251.45,175.04,160.27,157.35,245.39,170.17,270.9,163.03,229.92,274.0,165.97,161.22,160.24,278.72,271.48,155.77,152.43,274.0,172.68,10423.31
127,1992-08-31,300.64,157.83,348.94,430.73,444.87,161.5,414.99,232.39,451.55,211.17,372.23,408.55,452.05,252.58,255.74,174.85,349.3,430.73,260.94,331.65,450.24,189.07,464.33,189.9,418.12,304.29,177.54,418.33,429.89,246.03,401.07,246.96,463.49,231.13,294.9,350.16,419.56,473.65,386.07,206.09,351.36,464.57,384.14,350.73,468.75,357.47,367.43,284.88,295.96,401.07,347.44,367.32,203.06,357.47,451.55,18657.25
128,1992-09-30,120.12,132.14,214.95,100.01,205.19,103.24,140.92,152.37,94.6,123.68,230.59,134.84,192.51,156.57,107.98,115.05,217.25,100.01,161.3,114.56,103.81,114.11,245.64,124.5,248.41,138.95,107.24,268.01,225.76,160.91,263.73,146.27,197.25,168.88,145.29,122.5,248.0,134.79,95.69,134.74,238.12,121.95,252.98,96.26,228.88,228.19,90.36,132.51,149.8,263.73,227.2,130.78,119.72,228.19,94.6,8915.63
129,1992-10-31,84.34,37.54,26.98,71.0,19.72,39.08,59.12,78.88,68.86,63.25,37.54,59.71,47.87,87.55,71.84,47.93,27.9,71.0,90.08,70.78999999999999,68.35000000000001,54.2,33.17,60.27000000000001,30.62,75.69,46.73,28.96,24.13,80.88,36.86,83.21000000000001,44.81,75.9,82.53,54.95,31.8,59.95,75.25,71.69,49.99,63.9,40.8,70.61,31.63,36.09,73.19,76.95,83.64,36.86,42.76,73.03,65.23,36.09,68.86,3130.56
130,1992-11-30,2.16,2.32,3.44,1.45,4.430000000000001,5.95,15.67,7.92,1.35,24.17,3.07,15.64,1.27,6.43,2.81,3.22,4.01,1.45,6.52,10.57,4.68,4.37,1.45,1.9,1.46,21.14,8.68,2.07,3.02,3.78,1.67,6.22,2.44,3.81,4.72,21.77,2.31,1.48,1.26,1.99,1.14,0.99,1.41,4.02,3.11,2.66,1.41,4.34,4.84,1.67,2.36,2.97,2.16,2.66,1.35,261.16
131,1992-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,1993-01-31,0.0,0.0,0.1,0.0,0.0,0.01,0.0,0.55,0.0,0.01,0.51,0.0,0.03,0.22,0.0,0.0,0.12,0.0,0.32,0.0,0.0,0.0,0.01,0.0,0.18,0.0,0.0,0.76,0.0,0.03,1.36,0.09999999999999999,0.0,0.03,0.08,0.0,0.26,0.0,0.0,0.0,2.399999999999999,0.0,1.56,0.0,0.0,0.39,0.0,0.03,0.12,1.36,1.06,0.02,0.0,0.39,0.0,12.01
133,1993-02-28,5.08,0.63,14.3,8.89,13.22,1.19,8.719999999999999,15.28,6.65,4.25,10.22,8.52,13.57,14.41,1.72,0.82,13.81,8.89,13.69,3.8,6.42,1.02,16.29,1.05,15.97,5.06,1.61,10.91,15.31,7.89,9.39,15.9,12.4,7.609999999999999,12.78,8.43,12.54,10.02,5.32,2.15,7.640000000000001,9.79,9.19,3.33,15.34,13.24,3.92,15.36,12.36,9.39,9.7,11.31,1.17,13.24,6.65,487.3600000000001
134,1993-03-31,2.14,3.27,19.27,4.94,32.68,7.87,50.91,9.53,8.33,28.45,19.95,48.24,16.22,8.32,5.390000000000001,4.76,18.95,4.94,9.26,17.39,15.03,6.27,29.79,2.8,22.91,30.28,10.92,22.68,28.54,1.04,23.81,5.82,28.88,0.9600000000000001,7.66,60.54,19.97,14.73,3.3,1.93,24.69,9.379999999999999,23.85,9.03,36.67,20.13,4.82,2.22,8.73,23.81,21.94,7.529999999999999,3.47,20.13,8.33,883.4000000000001
135,1993-04-30,1.5,0.09000000000000001,7.8,4.64,4.81,0.25,2.03,0.58,2.13,0.37,4.13,1.9,3.53,0.88,0.46,0.08,8.52,4.64,0.76,0.6799999999999999,1.42,0.09,2.99,0.09000000000000001,5.2,0.53,0.22,4.66,4.92,1.08,4.04,1.17,2.32,1.12,2.15,1.97,4.63,2.44,2.91,0.26,2.17,3.49,3.57,0.95,3.04,7.489999999999999,1.67,2.59,1.88,4.04,7.24,3.78,0.14,7.489999999999999,2.13,145.66
136,1993-05-31,4.2,3.43,11.26,1.9,12.77,4.32,17.75,2.99,4.05,7.819999999999999,6.15,16.69,5.23,2.13,5.28,4.64,13.41,1.9,1.9,6.419999999999999,5.57,5.19,9.209999999999999,4.75,7.16,8.889999999999999,5.19,4.52,10.88,5.04,7.25,1.59,8.95,5.08,1.86,20.41,4.12,5.4,3.1,4.66,12.58,3.63,8.72,4.89,11.97,10.7,3.94,2.76,1.83,7.25,15.09,1.95,5.1,10.7,4.05,368.22
137,1993-06-30,90.8,79.96000000000001,187.05,63.43,211.43,97.04,196.64,58.14,102.26,164.89,96.46000000000001,187.42,150.69,55.94,113.21,99.49,190.08,63.43,55.05,132.31,121.95,109.34,222.09,100.73,175.24,171.35,112.13,106.94,219.94,93.83,102.2,56.87,193.57,93.43,56.82,194.4,120.47,138.93,77.3,97.87,92.27000000000001,105.7,101.53,109.23,228.03,157.57,93.00999999999999,72.84,58.24,102.2,123.76,64.33,107.36,157.57,102.26,6637.02
138,1993-07-31,313.27,392.16,295.43,207.22,391.44,320.42,400.46,118.59,360.67,325.22,122.81,404.96,240.64,110.78,383.19,361.8,304.5,207.22,114.83,410.06,413.91,367.81,245.68,378.79,219.9,405.4,330.54,127.97,322.47,297.78,115.38,115.81,292.1,302.79,122.54,379.32,157.44,334.49,286.67,368.44,72.01,272.94,109.01,392.26,292.24,247.37,347.88,186.29,124.8,115.38,183.73,155.13,380.09,247.37,360.67,14858.07
139,1993-08-31,193.16,163.22,293.6,166.69,374.65,173.16,264.08,101.8,262.59,198.38,144.27,258.7,306.46,101.03,215.64,178.87,297.07,166.69,102.93,246.82,287.35,189.45,437.48,182.46,329.35,237.33,183.17,169.67,384.18,169.82,148.85,102.15,392.02,163.11,105.71,203.32,208.37,316.21,198.46,179.77,112.3,251.94,146.96,241.86,417.74,262.33,225.21,131.37,106.94,148.85,196.16,131.79,192.55,262.33,262.59,11888.96
140,1993-09-30,229.05,147.61,449.02,347.67,328.39,148.69,355.88,324.41,400.03,203.82,462.4,355.22,441.6,309.17,204.03,141.85,452.12,347.67,317.3,304.0,412.2,146.64,385.28,144.19,459.96,292.63,153.57,521.0699999999999,386.96,175.23,476.33,288.42,388.85,163.4,313.7,301.53,510.24,425.75,308.43,153.63,343.31,404.06,435.88,314.38,356.36,465.98,318.65,227.38,319.73,476.33,435.36,343.67,151.33,465.98,400.03,18136.37
141,1993-10-31,15.8,29.44,28.83,13.39,25.98,50.71,62.0,8.309999999999999,32.19,97.75,11.3,61.84,15.64,10.18,23.26,28.14,30.94,13.39,10.55,49.23,40.25,28.56,15.39,16.26,17.85,77.51,52.84,13.34,23.47,11.64,13.44,9.48,21.26,11.12,10.86,74.39999999999999,13.06,24.76,18.71,12.58,7.9,20.27,12.93,35.92,21.47,25.98,27.28,8.99,11.49,13.44,23.49,11.93,16.67,25.98,32.19,1421.58
142,1993-11-30,0.8,3.36,4.25,0.08,1.81,2.63,0.12,0.0,0.12,1.69,0.04,0.18,0.1,0.0,1.6,2.87,4.56,0.08,0.0,0.92,0.21,2.57,0.8600000000000001,2.96,2.11,0.94,2.39,0.75,2.49,1.01,2.08,0.01,0.2,1.4,0.02,0.13,0.19,0.04,0.35,2.74,1.9,0.06,3.12,0.75,0.97,4.47,0.54,0.04,0.02,2.08,7.16,0.04,2.58,4.47,0.12,76.97999999999999
143,1993-12-31,1.12,2.89,0.01,0.56,0.28,7.39,3.72,0.0,1.99,13.42,0.04,3.8,0.48,0.01,2.45,3.58,0.01,0.56,0.01,4.34,2.8,3.81,0.28,1.78,0.03,7.15,7.77,0.01,0.16,0.48,0.0,0.01,1.0,0.44,0.06,4.63,0.08,1.4,1.25,1.16,0.0,0.9500000000000001,0.0,2.88,0.5,0.0,2.05,0.05,0.07,0.0,0.0,0.2,1.97,0.0,1.99,91.62
144,1994-01-31,29.1,25.97,13.97,16.47,7.699999999999999,25.96,13.92,13.6,19.99,19.72,11.59,14.89,9.79,10.73,32.5,29.48,14.71,16.47,10.03,25.78,20.65,30.81,6.48,30.65,10.08,21.48,26.64,12.26,9.14,30.0,16.11,12.75,9.64,29.71,11.26,13.12,9.64,14.77,23.98,29.93,18.72,15.04,17.54,26.98,7.57,15.81,25.93,20.33,10.36,16.11,19.96,12.61,32.12,15.81,19.99,1006.35
145,1994-02-28,5.14,0.6,11.91,6.14,21.23,1.08,34.58,6.26,14.16,5.98,17.84,33.23,12.39,5.25,4.85,0.9299999999999999,11.75,6.14,6.050000000000001,12.4,18.01,1.59,14.95,1.24,15.05,13.46,1.92,21.7,16.23,3.3,22.88,3.49,18.28,2.8,5.37,37.78,17.65,15.13,7.569999999999999,1.91,22.77,10.56,22.48,11.56,21.89,15.75,10.19,2.97,6.140000000000001,22.88,20.2,6.11,1.81,15.75,14.16,663.44
146,1994-03-31,0.0,0.0,0.19,0.0,0.71,0.0,0.02,0.05,0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.05,0.0,0.0,0.0,0.4,0.0,0.0,0.01,0.03,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.05,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.05,0.0,2.13
147,1994-04-30,12.55,2.78,11.22,13.07,10.2,5.16,19.76,14.33,30.94,18.14,15.48,21.53,13.74,13.01,11.73,3.45,10.66,13.07,13.09,24.54,33.90000000000001,4.35,7.03,3.94,12.08,23.81,6.76,16.65,8.89,7.8,15.68,12.7,13.01,7.11,11.77,18.27,15.42,23.1,18.82,5.27,10.87,19.22,14.02,26.95,7.72,14.19,25.84,9.57,12.15,15.68,15.68,11.14,4.82,14.19,30.94,777.79
148,1994-05-31,2.76,3.73,10.35,2.02,25.76,8.45,5.11,3.25,1.25,12.66,1.88,4.85,3.13,2.85,4.44,5.06,10.78,2.02,2.75,3.96,1.54,5.49,6.27,3.67,5.11,6.21,8.7,1.25,14.86,2.49,1.42,3.04,4.38,2.41,2.54,6.069999999999999,2.11,2.31,1.96,3.04,1.07,2.06,2.04,2.55,9.55,6.38,1.93,3.12,2.54,1.42,5.56,2.32,4.17,6.38,1.25,254.27
149,1994-06-30,198.32,228.68,350.21,180.98,318.37,216.51,242.63,116.82,361.2,219.21,122.93,256.27,214.35,121.94,276.66,223.03,363.63,180.98,126.07,340.48,397.12,230.13,232.25,217.44,234.99,301.36,219.49,140.56,318.46,130.09,152.47,113.44,252.73,126.37,121.71,193.44,145.38,313.12,238.75,197.84,115.76,259.52,151.57,358.64,246.06,299.15,318.26,96.69,125.53,152.47,236.82,136.68,227.95,299.15,361.2,12321.86
150,1994-07-31,279.1,316.04,465.91,317.37,590.94,243.1,513.78,306.69,352.92,284.79,345.88,484.67,603.51,280.54,253.39,249.29,470.32,317.37,284.73,316.25,378.2,239.84,859.66,258.67,623.26,358.47,236.41,382.67,654.12,292.76,343.98,272.85,736.8299999999999,292.55,277.67,443.53,456.32,512.85,289.02,271.54,322.24,430.32,340.09,290.35,798.5,445.67,288.47,274.72,278.21,343.98,364.33,311.29,250.47,445.67,352.92,20995.02
151,1994-08-31,308.26,325.96,355.43,283.17,436.07,285.39,464.92,205.95,494.96,327.74,399.92,467.64,529.01,223.73,411.79,332.22,354.35,283.17,231.92,497.77,561.98,350.7,640.76,350.87,519.28,464.95,309.22,447.42,484.63,245.64,392.37,209.05,613.34,249.17,237.45,367.03,483.84,546.64,336.61,333.75,319.71,434.96,370.12,489.13,592.52,375.42,431.83,209.71,244.92,392.37,347.92,269.89,364.2,375.42,494.96,21077.15
152,1994-09-30,136.8,250.14,205.24,106.82,239.12,193.5,243.58,29.85,137.09,193.44,89.37,237.67,81.32,36.24,193.67,221.11,211.27,106.82,34.89,195.98,159.46,218.5,79.33,229.92,120.23,220.47,199.06,115.46,185.26,115.61,124.29,44.34,96.38,124.94,51.87,248.54,96.37,115.81,128.81,213.68,96.53,110.47,119.51,167.94,137.92,181.63,146.21,82.78,48.1,124.29,160.08,76.46000000000001,219.57,181.63,137.09,8022.46
153,1994-10-31,2.73,3.46,45.09,4.44,51.27,9.790000000000001,64.2,1.68,11.32,21.1,12.71,61.34,9.92,2.38,4.29,3.93,48.35,4.44,2.72,15.98,18.43,4.37,20.69,1.4,25.15,24.36,10.34,18.84,41.22,0.8300000000000001,22.2,1.41,21.5,0.53,2.98,77.02,14.2,13.46,4.71,0.9600000000000001,16.19,8.0,22.72,10.14,37.0,40.57,7.02,1.32,3.68,22.2,40.53,4.640000000000001,1.82,40.57,11.32,973.4599999999999
154,1994-11-30,3.24,3.08,2.31,3.11,1.72,8.93,6.44,0.14,9.09,17.02,0.33,6.9,2.68,0.46,4.54,3.84,2.7,3.11,0.42,9.56,10.26,4.34,1.12,1.57,0.85,11.44,9.59,0.27,1.49,0.98,0.42,0.5,3.49,0.66,1.19,6.649999999999999,0.65,6.390000000000001,5.36,1.18,0.19,5.1,0.47,8.94,1.26,1.9,7.880000000000001,0.33,1.09,0.42,2.09,1.36,2.05,1.9,9.09,202.09
155,1994-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,1995-01-31,25.4,10.75,39.01,21.79,43.26000000000001,14.44,44.21,25.96,41.06,26.87,22.3,44.38999999999999,29.4,22.0,23.57,13.34,39.51,21.79,22.17,36.33,46.16,15.53,35.68,14.02,32.82,35.26000000000001,17.12,24.95,40.75,24.75,26.1,21.71,38.13,23.81,19.94,43.1,24.95,38.04,28.49,16.59,23.31,30.56,26.32,37.53,39.37,35.1,35.25,20.78,20.32,26.1,31.14,19.81,15.94,35.1,41.06,1573.14
157,1995-02-28,0.5700000000000001,0.26,23.35,1.49,14.15,0.73,2.68,4.38,1.9,1.09,11.32,2.38,8.68,2.89,0.22,0.29,23.94,1.49,2.77,0.54,1.89,0.27,14.25,0.13,18.83,0.56,0.71,16.74,17.84,1.28,19.86,3.04,8.86,1.33,2.53,1.34,12.59,4.8,0.65,0.24,20.55,3.73,20.53,0.59,12.85,22.91,0.62,3.17,2.64,19.86,23.19,2.7,0.14,22.91,1.9,391.15
158,1995-03-31,28.7,8.3,77.15,40.66,73.47,8.74,66.2,10.13,56.98,21.41,28.35,63.84,62.79,12.16,23.41,9.63,75.13,40.66,11.33,39.2,58.64,11.72,86.89,11.67,72.78999999999999,38.12,11.36,35.11,83.02000000000001,19.28,28.61,13.78,79.17,16.7,20.3,60.15,44.2,64.95,39.98,14.59,15.69,55.27,27.71,42.31,84.65,62.69,43.34,20.53,19.98,28.61,38.69,32.27,13.69,62.69,56.98,2174.37
159,1995-04-30,3.44,1.58,7.85,4.79,6.58,1.91,9.52,0.11,9.14,4.11,0.63,9.51,3.64,0.39,4.16,1.81,8.19,4.79,0.33,7.3,10.0,2.16,5.11,1.75,2.39,6.59,2.35,0.34,8.25,0.8300000000000001,0.2,0.61,5.38,0.47,1.29,9.19,1.06,7.19,5.91,1.5,0.13,6.109999999999999,0.19,7.92,8.39,3.16,7.62,1.46,1.15,0.2,1.73,2.73,2.12,3.16,9.14,217.56
160,1995-05-31,5.57,13.36,16.75,0.76,28.82,15.1,5.51,0.56,1.32,12.73,3.96,5.57,4.73,0.64,14.15,16.7,17.94,0.76,0.65,8.84,2.18,17.51,6.76,15.93,8.43,9.94,15.95,4.74,17.58,3.59,3.6,0.52,5.58,4.01,0.8300000000000001,6.63,5.319999999999999,2.9,2.3,12.56,1.54,2.01,2.97,6.56,7.59,10.73,4.17,0.35,0.86,3.6,5.75,1.14,16.5,10.73,1.32,397.1
161,1995-06-30,45.16,68.02,87.92,45.1,103.11,78.73,97.47,73.88,33.16,74.76,66.0,91.04,62.05,73.55,78.62,84.46000000000001,89.05,45.1,76.33999999999999,59.35,36.77,89.08,81.11,82.19,78.36,67.15,82.9,63.78,95.1,30.31,61.61,64.11,68.98,29.57,65.83,102.51,66.2,47.25,38.38,68.03,55.11,46.6,59.06,47.89,94.28,81.10000000000001,40.15,39.61,68.71000000000001,61.61,71.88,56.74,86.17,81.10000000000001,33.16,3675.26
162,1995-07-31,371.44,411.15,352.22,308.11,433.45,370.22,401.06,188.32,373.59,352.4,226.48,401.02,357.25,228.82,431.51,399.55,359.81,308.11,235.29,431.32,406.71,411.19,414.37,390.89,343.77,438.0,374.88,237.21,417.6,312.68,209.36,228.21,404.67,276.47,250.49,362.08,274.14,391.04,340.45,349.96,152.32,354.23,192.54,403.21,427.75,310.2,368.47,294.1,251.88,209.36,233.0,280.41,408.81,310.2,373.59,18345.36
163,1995-08-31,277.09,142.08,369.28,370.01,347.99,131.51,235.75,353.61,264.85,98.34,280.01,227.57,338.49,356.41,197.8,155.68,376.6,370.01,365.62,183.61,234.4,163.48,353.24,166.86,344.4,147.26,136.08,281.02,372.31,254.96,282.89,354.3,310.61,222.32,359.98,188.55,297.0,303.47,299.16,173.83,263.42,337.4,279.24,202.64,348.1,349.08,237.08,362.37,363.85,282.89,309.04,373.4,177.32,349.08,264.85,15188.19
164,1995-09-30,143.36,130.62,122.2,255.14,177.69,138.1,247.0,209.27,199.98,184.75,144.26,242.75,163.73,231.94,166.64,139.96,124.85,255.14,243.12,201.75,204.9,149.84,126.91,135.29,115.33,221.78,149.43,118.91,145.81,78.8,126.23,211.97,155.4,67.52,241.91,241.03,131.77,187.44,193.44,119.19,136.05,215.64,132.31,184.19,158.23,120.93,178.5,157.83,247.95,126.23,141.66,252.85,144.6,120.93,199.98,9363.030000000002
165,1995-10-31,24.04,36.52,20.47,10.45,30.59,42.84,41.25,0.21,35.77,46.17,6.67,41.86,19.08,0.77,52.9,45.66,20.96,10.45,0.8300000000000001,51.82,43.89,50.48,25.37,43.75,17.87,50.39,46.78,8.34,26.02,11.31,7.68,0.35,30.17,10.99,2.46,38.74,10.13,30.98,22.35,34.78,5.06,21.55,7.52,48.28,28.8,16.86,37.81,0.8200000000000001,2.97,7.68,13.49,5.7,48.43000000000001,16.86,35.77,1349.74
166,1995-11-30,0.04,0.7,11.04,0.06,7.260000000000001,0.3,0.1,0.14,0.03,0.01,4.47,0.14,0.86,0.25,0.04,0.42,12.4,0.06,0.29,0.0,0.01,0.28,2.09,0.5,5.48,0.0,0.2,7.38,6.84,0.16,12.4,0.02,0.55,0.28,0.35,0.13,3.26,0.14,0.0,0.52,19.18,0.2,14.41,0.0,2.74,11.38,0.0,0.0,0.42,12.4,18.34,0.38,0.34,11.38,0.03,170.4
167,1995-12-31,12.26,2.49,20.58,10.86,12.37,1.33,8.43,5.27,16.44,1.5,9.69,8.32,14.52,6.57,6.34,2.36,21.16,10.86,6.46,8.280000000000001,15.8,2.5,18.45,4.15,18.54,5.18,1.48,10.96,16.44,13.72,13.04,6.92,17.11,12.9,7.960000000000001,4.06,10.86,16.54,12.98,6.83,15.07,14.4,14.17,11.71,15.64,20.84,13.45,10.7,7.720000000000001,13.04,20.5,9.36,4.32,20.84,16.44,610.71
168,1996-01-31,14.72,11.87,58.02,19.35,31.9,11.38,13.83,26.13,16.75,7.41,46.83,12.85,40.29,27.92,14.67,13.01,57.9,19.35,29.83,12.17,15.6,13.43,50.57,13.52,55.98,9.32,11.35,50.1,47.98,13.58,46.98,22.54,38.08,12.87,26.55,6.76,49.04,27.29,14.47,13.38,38.85,25.24,45.45,13.08,41.93,55.26,13.44,15.86,28.68,46.98,45.97,25.21,14.16,55.26,16.75,1507.69
169,1996-02-29,8.09,1.09,33.03,24.54,27.51,2.21,22.31,51.3,23.32,5.2,36.88,20.73,41.67,48.62,5.75,1.45,32.31,24.54,50.81999999999999,11.05,22.23,2.01,50.31,1.46,42.46,9.049999999999999,2.72,33.26,36.78,4.109999999999999,29.4,42.94,43.15,3.13,40.95,15.63,39.08,33.2,14.86,2.09,27.5,30.35,29.42,13.2,43.16,33.16999999999999,14.47,22.22,43.08,29.4,29.84,33.79,2.17,33.16999999999999,23.32,1349.5
170,1996-03-31,4.51,1.86,16.77,2.49,13.49,1.85,5.42,2.08,3.15,2.44,2.58,5.22,4.67,2.02,3.05,2.27,17.38,2.49,1.96,3.09,3.47,2.5,8.81,2.75,9.74,3.21,2.129999999999999,3.71,13.86,6.12,4.17,2.18,6.52,5.9,2.07,5.17,3.76,4.23,3.23,3.48,1.92,3.42,4.22,2.98,9.59,13.17,3.02,3.57,2.07,4.17,9.16,2.35,2.9,13.17,3.15,274.66
171,1996-04-30,1.52,1.99,23.15,2.36,27.63,2.07,29.71,0.6799999999999999,1.68,1.59,9.020000000000001,27.27,5.350000000000001,0.87,2.23,2.39,24.0,2.36,0.85,2.85,3.14,2.48,9.1,2.37,13.43,4.01,2.14,11.96,20.2,1.03,11.67,0.78,8.45,1.08,1.68,35.0,10.22,3.61,1.62,2.02,7.77,2.81,10.86,1.67,17.28,20.47,1.32,1.22,1.59,11.67,16.1,2.68,2.46,20.47,1.68,435.61
172,1996-05-31,4.31,7.08,4.86,4.57,3.1,8.360000000000001,2.41,6.68,1.8,11.01,6.01,2.54,3.22,5.16,8.76,9.55,4.82,4.57,5.2,6.18,1.47,10.43,1.57,9.33,4.12,9.059999999999999,9.66,6.14,3.13,3.54,5.38,5.32,1.06,4.109999999999999,5.04,3.62,5.8,1.81,3.68,7.53,3.32,3.22,4.76,4.19,1.4,5.12,3.41,4.25,5.17,5.38,5.069999999999999,5.02,9.899999999999999,5.12,1.8,279.12
173,1996-06-30,39.38,65.85,129.75,46.31,77.36,51.55,38.76,88.33999999999999,68.26,42.54,139.38,42.8,65.82000000000001,84.62,56.95,54.48,131.14,46.31,87.01,65.26,73.0,52.98,34.79,54.13,103.34,56.76,49.14,173.81,80.77,33.21,192.17,77.29,32.84,37.82,73.7,31.82,134.01,58.05,47.99,49.07,193.6,56.86,188.43,68.03,34.16,142.66,61.73,47.31,76.97,192.17,172.03,61.06,53.32,142.66,68.26,4427.81
174,1996-07-31,424.14,441.61,328.62,518.43,324.07,384.28,346.94,312.84,568.04,303.87,235.05,361.62,424.2,369.96,473.07,423.15,337.4,518.43,386.15,482.93,559.95,427.95,314.8,432.29,277.94,403.17,379.88,215.86,324.98,319.87,215.98,348.9,403.43,309.09,393.36,267.08,258.27,543.69,498.65,409.5,193.09,543.24,212.45,511.28,312.82,301.14,510.06,327.29,400.62,215.98,260.9,435.76,442.02,301.14,568.04,20805.27
175,1996-08-31,366.08,215.37,367.96,459.37,337.4,180.17,340.92,238.56,561.46,205.15,281.96,358.61,389.49,251.44,303.06,204.83,375.24,459.37,257.7,409.33,565.1899999999999,213.87,323.64,227.82,337.94,340.02,190.91,296.71,350.67,322.97,300.16,253.59,366.34,307.74,287.86,261.2,308.4,493.11,457.26,256.52,287.34,492.35,298.5,451.94,315.39,352.41,465.45,321.84,287.53,300.16,327.53,362.21,236.47,352.41,561.46,18438.38
176,1996-09-30,132.86,124.34,70.33,120.03,79.93,131.61,166.75,152.96,194.07,175.94,121.64,176.18,100.13,160.24,175.56,141.61,70.3,120.03,164.99,215.16,222.8,152.64,58.58,145.82,74.42,216.18,145.69,115.45,67.72,104.62,119.0,153.77,98.39,101.49,153.82,155.22,108.6,154.77,138.91,137.51,123.01,135.44,117.88,206.21,70.15,80.56,181.2,125.59,157.33,119.0,101.79,136.87,154.07,80.56,194.07,7403.79
177,1996-10-31,34.74,48.34,52.24,39.03,52.07,56.87,67.64999999999999,41.89,49.33,79.19,37.03,67.77,32.15,49.84,56.14,53.36000000000001,54.48,39.03,52.11,65.85000000000001,56.25,56.9,31.94,48.57,33.6,78.65,61.2,31.75,47.37,20.67,44.71,43.78,37.82,19.92,46.69,71.52,26.91,43.57,39.3,40.54,65.36,41.06,49.36,56.36,40.21,48.47,48.08,29.89,48.9,44.71,50.86000000000001,41.06,51.6,48.47,49.33,2624.49
178,1996-11-30,0.32,0.92,0.2,0.02,6.31,0.99,10.51,0.0,0.8400000000000001,1.06,0.0,10.01,0.27,0.0,0.83,0.94,0.31,0.02,0.0,1.94,2.22,0.97,2.35,0.78,0.26,2.69,0.9600000000000001,0.0,3.14,0.17,0.0,0.0,3.51,0.16,0.0,12.61,0.01,1.45,0.19,0.55,0.0,0.3,0.0,1.01,5.65,0.06,0.42,0.0,0.0,0.0,0.0,0.0,0.8200000000000001,0.06,0.8400000000000001,76.67
179,1996-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04
180,1997-01-31,4.02,7.66,20.22,3.43,21.28,10.41,27.84,1.72,9.03,26.46,14.67,27.33,15.47,1.64,8.57,8.68,19.83,3.43,1.78,17.62,14.28,9.88,24.04,7.25,22.34,26.84,13.05,19.07,22.52,2.98,17.04,0.9400000000000001,20.84,3.25,2.44,31.28,18.1,13.28,4.09,6.149999999999999,12.89,8.74,15.63,10.92,24.18,19.07,6.750000000000001,0.94,2.82,17.04,15.05,3.909999999999999,7.609999999999999,19.07,9.03,704.3999999999999
