Date,State,Crop,Modal_Price,Log_Returns,Squared_Log_Returns,Conditional_Volatility,SARIMAX_pred,LSTM_pred
2013-06-01,Odisha,Brinjal,1923.3333333333333,-0.099712010524481,0.0099424850428342,0.378501929969793,,
2013-07-01,Odisha,Brinjal,2693.0555555,0.336616651360023,0.1133107699728353,0.2009564879077668,,
2013-08-01,Odisha,Brinjal,2211.1111111666664,-0.197181288792569,0.0388804606498985,0.4968078568954868,,
2013-09-01,Odisha,Brinjal,1754.1666666666667,-0.2315012440789621,0.0535928260101071,0.1641483487715938,,
2013-10-01,Odisha,Brinjal,2958.333333333333,0.5226321363529793,0.2731443499488792,0.5690801926054756,,
2013-11-01,Odisha,Brinjal,2500.0,-0.168335314819215,0.0283367782152842,0.1545884477032048,,
2013-12-01,Odisha,Brinjal,1662.5,-0.4079682383262826,0.1664380834830505,0.4519982993412959,,
2014-01-01,Odisha,Brinjal,1483.3333333333333,-0.1140306860378332,0.0130029973582589,0.1828302366816661,,
2014-02-01,Odisha,Brinjal,1768.0555555500002,0.175588579034124,0.0308313490872228,0.3136822918533858,,
2014-03-01,Odisha,Brinjal,1048.6111111166667,-0.5224138492999408,0.2729162299403813,0.1948670485471019,,
2014-04-01,Odisha,Brinjal,1216.6666666666667,0.148648341682068,0.0220963294848288,0.6772008078094807,,
2014-05-01,Odisha,Brinjal,1164.5833333333333,-0.043751509673128,0.0019141945986778,0.0742490179248309,,
2014-06-01,Odisha,Brinjal,2502.7777778333334,0.7650378569272176,0.5852829225317898,0.5985835290252978,,
2014-07-01,Odisha,Brinjal,3154.1666666666665,0.231323103915078,0.0535103784049059,0.1419802336462273,,
2014-08-01,Odisha,Brinjal,2322.2222221666666,-0.3061997484848353,0.0937582859721764,0.340218305518475,,
2014-09-01,Odisha,Brinjal,2475.0,0.0637158144100311,0.0040597050059335,0.1653779519348342,,
2014-10-01,Odisha,Brinjal,2236.1111111666664,-0.1015021500274011,0.010302686460185,0.1975723246971537,,
2014-11-01,Odisha,Brinjal,1779.1666666666667,-0.2285931561066192,0.0522548310187851,0.2591939665828354,,
2014-12-01,Odisha,Brinjal,1456.9444444499998,-0.1998036934966238,0.0399215159348928,0.2378528224783472,,
2015-01-01,Odisha,Brinjal,1481.9444445,0.0170136429391307,0.0002894640460602,0.2387044681451038,,
2015-02-01,Odisha,Brinjal,1266.6666666666667,-0.1569662612649098,0.0246384071754839,0.1728693209747611,,
2015-03-01,Odisha,Brinjal,2093.0555555,0.5022362085256216,0.2522412091541916,0.367839057477684,,
2015-04-01,Odisha,Brinjal,1791.6666666666667,-0.1554787012442346,0.0241736265405939,0.2016584810529114,,
2015-05-01,Odisha,Brinjal,2108.333333333333,0.162751460599857,0.0264880379273868,0.2538095719454315,,
2015-06-01,Odisha,Brinjal,2054.1666666666665,-0.0260274952447758,0.0006774305087168,0.187823267961,,
2015-07-01,Odisha,Brinjal,2654.1666666666665,0.2562604815294733,0.0656694343937175,0.2401662913099483,,
2015-08-01,Odisha,Brinjal,2044.4444445,-0.2610046449242773,0.068123424672048,0.2628910673040004,,
2015-09-01,Odisha,Brinjal,1815.277777666667,-0.118887585752982,0.0141342580461726,0.2567429067302373,,
2015-10-01,Odisha,Brinjal,2426.3888888333336,0.2901655965481469,0.0841960734201419,0.2065783436801736,,
2015-11-01,Odisha,Brinjal,1924.4444445,-0.2317667722741214,0.0537158367303644,0.3062210223783634,,
2015-12-01,Odisha,Brinjal,2480.5555556666664,0.2538452236441983,0.064437397566973,0.1950025663031487,,
2016-01-01,Odisha,Brinjal,2008.3333333333333,-0.2111773587625274,0.0445958768539172,0.2801558101918777,,
2016-02-01,Odisha,Brinjal,1535.0,-0.2687748096694484,0.0722398983128482,0.2004000269973987,,
2016-03-01,Odisha,Brinjal,2392.361111,0.4437504097921083,0.196914426190664,0.3185202301647321,,
2016-04-01,Odisha,Brinjal,1994.4444445,-0.1819152532053447,0.0330931593487646,0.1827872499434842,,
2016-05-01,Odisha,Brinjal,1539.5833333333333,-0.2588537205796584,0.0670052486579318,0.2535544509663939,,
2016-06-01,Odisha,Brinjal,2373.6111111666664,0.4329006540826299,0.1874029763051687,0.2005647303058814,,
2016-07-01,Odisha,Brinjal,2358.333333333333,-0.0064573162677037,4.169693338115134e-05,0.2833176016355758,,
2016-08-01,Odisha,Brinjal,2400.0,0.0175135824927084,0.0003067255717289,0.1019261472360885,,
2016-09-01,Odisha,Brinjal,2097.2222221666666,-0.1348550195815212,0.0181858763063324,0.2632226516568062,,
2016-10-01,Odisha,Brinjal,2088.8888888333336,-0.0039814252992904,1.5851747413830162e-05,0.1855684192510278,,
2016-11-01,Odisha,Brinjal,1816.6666666666667,-0.1396289724660455,0.0194962499519237,0.1989704930217397,,
2016-12-01,Odisha,Brinjal,1502.7777778333332,-0.1896880725737482,0.0359815648767435,0.2736205609152303,,
2017-01-01,Odisha,Brinjal,1275.0,-0.1643690688229053,0.0270171907857089,0.2067709164498489,,
2017-02-01,Odisha,Brinjal,1200.0,-0.0606246218164345,0.0036753447703857,0.2651201053066462,,
2017-03-01,Odisha,Brinjal,1808.3333333333333,0.410084053964459,0.1681689313159253,0.180115749552593,,
2017-04-01,Odisha,Brinjal,1558.3333333333333,-0.1487887366858729,0.022138088164578,0.4381340365494598,,
2017-05-01,Odisha,Brinjal,1575.0,0.0106383982050557,0.0001131755163693,0.1062512010385062,,
2017-06-01,Odisha,Brinjal,2454.1666666666665,0.4435319880319985,0.1967206244076169,0.3078610432559829,,
